"WC","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
20,20,50,40,20,15,5,0,0,5,0,0,10,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,5,0,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,37.04,62.96,33.33,3.7,0,0,0,0,0,0,0,7.41,18.52,0,14.81,7.41,0,14.81,3.7,3.7,0,0,0,14.81,0,14.81,0,11.11,0,7.41,0,0,0,0,22.22,0,0,3.7,18.52,0,3.7,0,0,0,0,3.7,0,3.7,0,0,18.52,0,11.11,3.7,0,3.7,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0
28,28,32.14,64.29,21.43,3.57,0,0,0,0,0,0,0,0,10.71,0,14.29,0,0,21.43,17.86,3.57,0,7.14,3.57,10.71,10.71,0,0,0,0,7.14,0,0,0,0,17.86,3.57,3.57,7.14,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0,7.14,3.57,3.57,0,3.57,0,10.71,10.71,3.57,14.29,3.57,3.57,10.71,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,40.91,50,27.27,9.09,0,0,0,0,0,0,0,13.64,4.55,0,4.55,0,0,9.09,0,0,0,0,0,13.64,4.55,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,4.55,0,9.09,4.55,4.55,4.55,0,0,0,0,0,9.09,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0
12,12,41.67,58.33,16.67,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,8.33,0,8.33,8.33,0,0,16.67,0,0,0,0,8.33,0,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
17,17,47.06,47.06,29.41,0,0,0,0,0,0,0,0,5.88,5.88,0,23.53,0,5.88,17.65,5.88,0,0,0,5.88,11.76,5.88,5.88,0,5.88,0,11.76,0,0,0,0,23.53,5.88,0,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,5.88,0,5.88,11.76,0,5.88,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
23,23,39.13,52.17,8.7,4.35,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,21.74,8.7,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,0,17.39,4.35,0,13.04,8.7,8.7,0,0,0,0,0,0,0,0,0,4.35,21.74,4.35,13.04,4.35,4.35,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,71.43,28.57,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,58.33,75,16.67,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,25,16.67,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,8.33,33.33,33.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,16.67,25,0,8.33,8.33,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,25,70,25,20,15,5,10,0,0,0,5,0,0,0,5,0,0,15,25,10,0,0,15,10,10,0,0,0,0,20,0,5,0,0,15,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,5,15,5,15,5,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26.92,73.08,42.31,11.54,7.69,0,3.85,3.85,0,0,0,7.69,7.69,0,15.38,0,0,15.38,15.38,0,0,0,3.85,11.54,3.85,7.69,0,0,3.85,15.38,3.85,0,0,0,7.69,0,0,0,0,3.85,0,0,0,0,0,3.85,0,3.85,0,0,15.38,11.54,3.85,0,3.85,0,7.69,11.54,3.85,11.54,3.85,3.85,3.85,0,3.85,3.85,0,0,0,15.38,0,3.85,0,0,11.54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,42.86,50,35.71,7.14,7.14,0,0,7.14,0,0,0,7.14,14.29,0,14.29,7.14,0,14.29,14.29,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,21.43,7.14,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,36.36,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,66.67,50,16.67,4.17,0,0,0,0,0,0,0,4.17,4.17,4.17,8.33,0,0,16.67,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,4.17,8.33,0,4.17,0,0,0,0,0,0,0,0,0,0,0,12.5,0,4.17,4.17,8.33,0,4.17,16.67,0,4.17,4.17,0,4.17,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,57.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,14.29,7.14,0,0,21.43,7.14,0,14.29,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26.92,57.69,26.92,7.69,3.85,0,3.85,0,0,0,3.85,0,7.69,11.54,0,0,0,30.77,11.54,3.85,0,3.85,3.85,11.54,3.85,7.69,0,3.85,0,7.69,0,0,0,0,26.92,11.54,11.54,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,3.85,0,3.85,0,7.69,15.38,23.08,11.54,11.54,7.69,0,3.85,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,40.74,40.74,18.52,11.11,0,0,0,0,0,0,3.7,3.7,3.7,0,11.11,0,0,7.41,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,0,0,7.41,7.41,3.7,0,0,0,0,7.41,0,0,7.41,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0
12,12,41.67,41.67,16.67,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,8.33,8.33,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,0,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0
8,8,37.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,58.82,35.29,11.76,5.88,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,5.88,0,5.88,0,5.88,0,5.88,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
20,20,35,60,20,10,5,0,0,0,0,0,10,0,10,0,10,0,0,30,5,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,25,10,10,5,10,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,20,25,0,5,5,5,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,66.67,66.67,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,23.08,69.23,26.92,23.08,11.54,0,0,11.54,0,0,0,0,0,3.85,0,0,0,30.77,7.69,0,0,0,0,7.69,7.69,0,0,0,0,19.23,3.85,0,0,3.85,7.69,3.85,0,0,0,3.85,0,11.54,3.85,7.69,0,3.85,0,3.85,0,0,7.69,0,0,0,3.85,3.85,15.38,30.77,11.54,19.23,11.54,0,7.69,0,0,0,0,0,3.85,7.69,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0
8,8,37.5,37.5,37.5,12.5,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,41.67,75,25,25,0,0,0,0,0,0,16.67,0,0,0,8.33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,25,16.67,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,16.67,0,8.33,8.33,0,0,25,25,0,16.67,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,20.83,37.5,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,0,0,16.67,0,16.67,4.17,12.5,0,0,0,0,0,0,8.33,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,12.5,4.17,12.5,4.17,8.33,0,4.17,0,4.17,0,0,0,0,12.5,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0
6,6,50,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,85.71,42.86,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,30.77,76.92,38.46,0,0,0,0,0,0,0,0,7.69,23.08,0,23.08,7.69,0,30.77,23.08,7.69,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,38.46,7.69,0,7.69,30.77,0,0,7.69,7.69,0,0,7.69,0,0,0,7.69,15.38,0,7.69,7.69,0,0,23.08,30.77,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,42.86,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,83.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,16.67,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,39.13,21.74,13.04,4.35,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,8.7,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,8.7,13.04,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
19,19,42.11,57.89,21.05,5.26,0,0,0,0,0,0,5.26,0,5.26,0,5.26,5.26,0,5.26,0,0,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,5.26,5.26,0,5.26,0,0,5.26,10.53,5.26,5.26,0,0,15.79,0,5.26,5.26,5.26,0,10.53,5.26,0,21.05,10.53,0,15.79,5.26,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
16,16,62.5,50,18.75,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,25,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,18.75,0,6.25,0,0,18.75,18.75,6.25,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,66.67,50,16.67,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,16.67,0,16.67,16.67,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,33.33,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,71.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,40,40,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,16.22,64.86,32.43,21.62,16.22,0,2.7,13.51,0,0,0,8.11,0,0,2.7,0,0,16.22,5.41,0,0,0,2.7,5.41,2.7,2.7,0,0,0,29.73,0,0,0,0,0,0,0,0,0,0,0,13.51,0,13.51,0,2.7,2.7,0,0,0,8.11,5.41,2.7,0,2.7,0,10.81,10.81,2.7,10.81,2.7,0,8.11,0,0,0,0,0,0,10.81,0,2.7,0,2.7,8.11,0,0,0,0,0,0,0,0,0,0,0,0
24,24,33.33,45.83,16.67,0,0,0,0,0,0,0,0,4.17,0,4.17,4.17,0,0,16.67,12.5,0,0,0,0,8.33,0,8.33,4.17,4.17,0,12.5,4.17,0,8.33,0,12.5,0,4.17,4.17,4.17,0,0,4.17,0,0,4.17,0,0,0,0,0,12.5,0,4.17,8.33,0,0,4.17,8.33,4.17,4.17,0,4.17,0,4.17,0,0,8.33,0,0,4.17,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,4.17,0,0
25,25,56,40,24,4,0,0,0,0,0,0,0,0,12,0,8,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,8,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,50,50,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,20,20,0,0,0,0,20,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,20,0,0,0,0,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,46.67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,13.33,13.33,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0
6,6,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,42.11,36.84,21.05,10.53,10.53,0,10.53,0,0,0,0,0,0,10.53,0,0,0,15.79,5.26,0,0,5.26,0,0,0,0,0,0,0,15.79,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,10.53,0,5.26,0,0,0,15.79,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,75,37.5,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,31.82,63.64,22.73,13.64,4.55,0,0,4.55,0,0,4.55,4.55,0,0,4.55,0,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,22.73,4.55,0,0,4.55,13.64,13.64,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,0,0,9.09,0,0,9.09,9.09,0,4.55,0,4.55,0,9.09,0,0,0,0,0,13.64,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0
19,19,68.42,42.11,15.79,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,0,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,5.26,10.53,0,0,5.26,5.26,10.53,5.26,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,47.83,43.48,13.04,4.35,4.35,0,4.35,0,0,0,0,8.7,0,0,0,0,0,4.35,4.35,0,0,8.7,0,8.7,0,8.7,0,0,0,8.7,0,0,0,0,4.35,0,0,4.35,0,0,0,8.7,0,4.35,4.35,0,0,0,0,0,13.04,4.35,4.35,0,0,4.35,4.35,4.35,0,13.04,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,47.83,47.83,13.04,0,0,0,0,0,0,0,0,8.7,4.35,0,4.35,0,0,8.7,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,13.04,4.35,4.35,8.7,8.7,0,0,8.7,0,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0
22,22,27.27,50,22.73,0,0,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,9.09,4.55,0,0,4.55,0,4.55,4.55,0,0,0,0,9.09,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.09,0,9.09,4.55,4.55,0,0,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0
7,7,57.14,42.86,28.57,28.57,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,0,28.57,14.29,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,22.22,50,22.22,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,5.56,16.67,0,16.67,5.56,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0
21,21,52.38,47.62,19.05,9.52,0,0,0,0,0,0,4.76,0,4.76,4.76,4.76,0,0,19.05,0,0,0,0,0,4.76,0,4.76,0,0,0,4.76,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,19.05,4.76,9.52,4.76,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,28.57,35.71,7.14,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,7.14,7.14,0,14.29,0,7.14,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,59.09,50,18.18,0,0,0,0,0,0,0,0,13.64,4.55,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,9.09,4.55,4.55,0,0,0,0,4.55,0,4.55,0,9.09,0,9.09,4.55,0,9.09,0,0,9.09,0,0,4.55,4.55,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,55.56,33.33,22.22,5.56,5.56,0,0,0,0,0,5.56,5.56,5.56,0,5.56,5.56,0,0,5.56,0,0,5.56,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,11.11,5.56,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,47.06,47.06,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,5.88,5.88,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,17.65,0,5.88,11.76,0,0,0,5.88,0,5.88,0,5.88,0,5.88,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,10,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,10,10,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,62.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,42.31,57.69,26.92,15.38,3.85,0,3.85,0,0,0,0,3.85,3.85,3.85,7.69,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,19.23,7.69,11.54,0,3.85,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,0,0,3.85,11.54,15.38,0,3.85,3.85,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,44.44,44.44,22.22,5.56,5.56,0,0,0,5.56,0,0,5.56,5.56,0,5.56,5.56,0,16.67,16.67,5.56,0,0,5.56,11.11,11.11,5.56,0,0,0,22.22,0,0,0,0,11.11,0,0,5.56,5.56,0,0,11.11,0,11.11,0,0,0,0,0,0,5.56,5.56,0,0,0,5.56,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
