"WC","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
18,18,50,55.56,16.67,0,0,0,0,0,0,0,0,11.11,5.56,0,0,5.56,0,5.56,16.67,5.56,0,5.56,5.56,11.11,5.56,5.56,0,5.56,0,0,0,0,0,0,11.11,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,5.56,0,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,11.11,44.44,11.11,5.56,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,11.11,0,0,0,0,5.56,0,0,0,0,0,0,16.67,5.56,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,0,0,11.11,11.11,0,16.67,11.11,5.56,0,0,0,0,0,0,0,16.67,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0
17,17,47.06,47.06,17.65,11.76,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,17.65,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,5.88,5.88,0,5.88,0,0,0,11.76,11.76,0,17.65,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0
17,17,35.29,58.82,17.65,0,0,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,29.41,17.65,0,0,0,5.88,0,0,0,0,0,0,11.76,0,5.88,0,0,41.18,17.65,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,17.65,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,83.33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,33.33,0,0,0,0,0,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,40,64,12,8,0,0,0,0,0,0,0,0,0,0,4,0,0,20,4,0,0,0,4,8,8,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,12,0,0,12,20,8,28,16,8,4,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,17.65,64.71,23.53,11.76,5.88,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,17.65,11.76,5.88,0,5.88,5.88,11.76,5.88,5.88,0,5.88,0,11.76,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,5.88,0,5.88,5.88,5.88,0,5.88,11.76,0,11.76,0,5.88,5.88,0,0,0,0,0,0,17.65,0,5.88,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0
7,7,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,48.39,22.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,3.23,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,0,3.23,0,0,0,3.23,0,0,0,3.23,3.23,0,3.23,0,0,0,9.68,3.23,0,9.68,0,3.23,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,3.23,0,0
13,13,61.54,23.08,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,7.69,7.69,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0
25,25,28,56,28,16,0,0,0,0,0,0,12,4,4,4,0,4,4,20,4,4,0,4,8,4,4,0,0,0,0,4,0,0,0,0,32,4,8,8,4,4,0,4,4,0,0,0,0,0,0,0,4,0,0,4,0,0,8,16,4,0,0,0,0,8,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,38.46,46.15,15.38,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,15.38,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,15.38,7.69,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,64,40,16,4,4,0,0,0,0,0,4,0,4,4,4,4,0,8,12,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,24,12,8,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,4,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,12,60,28,8,4,0,4,0,0,0,4,4,4,4,0,4,4,20,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,4,0,4,4,4,0,4,4,0,0,0,0,0,0,0,8,8,0,0,0,0,16,20,4,8,4,0,4,0,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
8,8,87.5,50,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,29.41,58.82,29.41,11.76,11.76,0,11.76,0,0,0,0,5.88,0,5.88,5.88,0,0,11.76,5.88,0,0,5.88,11.76,0,0,0,0,0,0,17.65,0,0,0,0,11.76,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,5.88,5.88,11.76,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,33.33,58.33,25,12.5,0,0,0,0,0,0,0,8.33,4.17,0,4.17,0,0,25,8.33,0,0,0,0,16.67,4.17,12.5,4.17,4.17,0,4.17,0,0,0,0,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,4.17,0,4.17,12.5,16.67,16.67,12.5,12.5,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,18.75,75,37.5,0,0,0,0,0,0,0,0,0,12.5,0,31.25,0,0,31.25,12.5,0,0,6.25,0,25,12.5,12.5,0,0,12.5,25,6.25,6.25,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,25,6.25,18.75,0,12.5,6.25,6.25,12.5,0,6.25,0,0,6.25,0,0,0,0,0,0,31.25,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0
17,17,47.06,52.94,17.65,5.88,5.88,0,0,5.88,0,0,0,5.88,0,0,5.88,0,0,17.65,5.88,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,11.76,0,5.88,0,5.88,0,17.65,5.88,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,38.46,53.85,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,23.08,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,23.08,15.38,0,0,0,7.69,7.69,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,23.08,23.08,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,42.86,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,28.57,14.29,0,14.29,0,0,14.29,14.29,0,14.29,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
10,10,30,50,30,10,0,0,0,0,0,0,10,10,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,10,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,66.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,46.15,38.46,15.38,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,15.38,7.69,0,0,0,0,15.38,7.69,7.69,7.69,0,0,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,7.69,7.69,15.38,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,50,33.33,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,8.33,25,25,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,8.33,8.33,0,8.33,8.33,8.33,16.67,8.33,8.33,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,50,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,16.67,16.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,38.46,53.85,7.69,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,7.69,7.69,0,7.69,0,7.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0
19,19,36.84,47.37,26.32,5.26,0,0,0,0,0,0,5.26,0,5.26,5.26,15.79,0,0,10.53,10.53,0,0,0,5.26,15.79,15.79,0,0,0,0,0,0,0,0,0,21.05,5.26,0,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,10.53,0,0,10.53,0,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
8,8,87.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
28,28,39.29,53.57,10.71,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,14.29,3.57,0,0,0,0,3.57,0,3.57,0,0,0,10.71,7.14,0,3.57,3.57,10.71,0,0,7.14,0,0,3.57,0,0,0,0,3.57,0,0,0,3.57,3.57,0,0,0,0,3.57,0,14.29,3.57,3.57,3.57,3.57,0,3.57,7.14,3.57,7.14,0,3.57,7.14,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,78.57,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,0,0,21.43,7.14,14.29,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,14.29,7.14,0,0,0,0,0,0,21.43,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,40.91,40.91,18.18,4.55,4.55,0,0,0,4.55,4.55,0,4.55,4.55,0,4.55,0,0,0,4.55,0,0,4.55,4.55,0,0,0,0,0,0,4.55,0,0,0,0,9.09,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,9.09,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0
26,26,30.77,53.85,19.23,3.85,3.85,0,0,3.85,0,0,0,3.85,3.85,3.85,7.69,0,0,11.54,0,0,0,7.69,7.69,3.85,0,3.85,0,3.85,0,7.69,0,0,0,0,11.54,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,7.69,3.85,11.54,0,3.85,7.69,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,3.85,0,0
9,9,88.89,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0
19,19,57.89,31.58,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,15.79,5.26,5.26,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,75,62.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,25,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
7,7,42.86,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,30.77,57.69,23.08,7.69,3.85,0,0,3.85,0,0,0,3.85,3.85,0,11.54,0,0,15.38,11.54,0,0,0,3.85,7.69,3.85,3.85,0,0,0,7.69,0,0,0,0,11.54,3.85,0,3.85,0,0,0,7.69,0,7.69,0,3.85,0,3.85,0,0,3.85,0,0,0,0,3.85,3.85,15.38,3.85,11.54,3.85,3.85,3.85,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0
20,20,45,55,25,5,0,0,0,0,0,0,0,5,5,0,5,0,0,15,15,5,0,0,0,15,15,0,0,0,0,10,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,20,5,10,5,5,0,0,0,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
18,18,27.78,22.22,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,5.56,16.67,5.56,0,0,0,16.67,16.67,0,0,0,0,5.56,0,0,0,0,11.11,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,47.37,47.37,21.05,5.26,5.26,0,0,0,5.26,5.26,0,10.53,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,10.53,5.26,10.53,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,42.86,42.86,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,50,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,21.43,0,14.29,7.14,7.14,7.14,0,7.14,0,14.29,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,87.5,50,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,54.17,41.67,25,12.5,4.17,0,0,0,0,0,8.33,8.33,4.17,0,0,0,0,4.17,0,0,0,0,4.17,4.17,0,4.17,0,0,4.17,8.33,0,0,0,0,16.67,0,4.17,0,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,4.17,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,61.54,53.85,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,15.38,7.69,0,0,0,15.38,15.38,0,0,0,0,15.38,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,0,0,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0
11,11,27.27,54.55,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,27.27,0,9.09,9.09,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0
10,10,50,50,30,0,0,0,0,0,0,0,0,0,10,10,20,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
26,26,34.62,65.38,26.92,19.23,11.54,0,0,7.69,0,3.85,0,3.85,0,3.85,3.85,0,0,19.23,11.54,3.85,0,0,0,11.54,0,11.54,7.69,3.85,0,11.54,0,0,0,0,11.54,3.85,0,0,7.69,0,0,0,0,0,0,3.85,0,3.85,0,0,7.69,0,0,7.69,0,3.85,11.54,15.38,3.85,11.54,7.69,3.85,3.85,3.85,0,0,0,0,0,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,3.85,0,0
6,6,66.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,63.64,54.55,18.18,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,18.18,18.18,9.09,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,18.18,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,71.43,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,50,50,11.54,3.85,0,0,0,0,0,0,0,7.69,0,0,3.85,0,0,23.08,3.85,0,0,0,0,7.69,7.69,0,0,0,0,11.54,0,0,0,0,3.85,0,0,0,3.85,0,0,11.54,3.85,7.69,0,0,0,0,0,0,3.85,0,0,0,0,3.85,7.69,19.23,0,11.54,3.85,3.85,3.85,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,56.25,56.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,31.25,12.5,0,0,0,0,6.25,0,6.25,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,6.25,0,25,18.75,0,18.75,12.5,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,52.63,36.84,10.53,5.26,5.26,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,15.79,5.26,0,0,0,15.79,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,5.26,0,0,10.53,0,0,0,10.53,5.26,0,5.26,5.26,5.26,0,0,0,5.26,15.79,0,5.26,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,20,60,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,38.89,72.22,38.89,5.56,5.56,0,5.56,0,0,0,0,11.11,5.56,5.56,11.11,5.56,0,11.11,11.11,5.56,0,5.56,0,0,0,0,0,0,0,16.67,11.11,0,0,0,22.22,5.56,0,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,5.56,11.11,0,11.11,0,5.56,5.56,0,11.11,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,62.5,43.75,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,6.25,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,18.75,0,0,18.75,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,53.33,33.33,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,27.27,72.73,31.82,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,13.64,13.64,4.55,0,0,9.09,4.55,0,4.55,4.55,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,4.55,0,4.55,13.64,13.64,0,22.73,9.09,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,72.22,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,52.94,64.71,29.41,11.76,5.88,0,0,5.88,0,0,0,0,17.65,0,5.88,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,17.65,0,0,0,0,5.88,11.76,5.88,0,5.88,0,5.88,0,5.88,0,0,5.88,0,0,0,5.88,0,5.88,17.65,0,11.76,0,5.88,11.76,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
